DPM2	CDK5
UPF3A	CDC16
UPF3A	PCID2
UPF3A	CARKD
PCDH18	OGN
PCDH18	CAV1
PCDH18	GPR124
PCDH18	JAM2
PCDH18	IGF1
PCDH18	EBF1
PCDH18	LHFP
PCDH18	FBLN5
PCDH18	EMCN
PCDH18	DDR2
PCDH18	CNRIP1
PCDH18	GNG11
PCDH18	LAMA2
PCDH18	MFAP4
PCDH18	AQP1
MYO5C	MLPH
MYO5C	KIAA1370
DOHH	C14orf115
DOHH	C17orf55
DOHH	C17orf59
DOHH	ARMC5
DOHH	C20orf151
DOHH	CES4
DOHH	CEBPE
DOHH	C19orf68
DOHH	CLCN1
DOHH	C1orf170
DOHH	CNTROB
DOHH	CDRT15
DOHH	C16orf84
DOHH	DKFZp761P0212
DOHH	BRF1
DOHH	CDH15
DOHH	ADAMTS10
SDC2	PGCP
C18orf45	C11orf36
C18orf45	BOLL
C18orf45	BAGE
C18orf45	ADAM21
C18orf45	ALMS1P
C18orf45	C10orf67
C18orf45	C15orf54
C18orf45	C14orf70
TDRG1	LGI3
TDRG1	KRTAP7-1
TDRG1	GLRA2
TDRG1	C11orf16
TDRG1	PRSS7
TDRG1	LOC283089
TDRG1	NCRNA00105
TDRG1	MMP2
TDRG1	ADIG
TDRG1	LOC286059
TDRG1	LOC100130264
TDRG1	KCTD17
TDRG1	FLJ21408
TDRG1	FAM186B
TDRG1	LOC550113
TDRG1	KRTAP4-12
TDRG1	LOC100133461
TDRG1	LOC100132767
TDRG1	LOC541473
TDRG1	ART1
TDRG1	REST
TDRG1	C1orf20
TDRG1	SLC4A1
TDRG1	ADAM22
TDRG1	SLC8A3
TDRG1	MGC45922
TDRG1	CRIM2
TDRG1	C15orf55
TDRG1	LOC729994
TDRG1	FLJ33706
TDRG1	LOC374890
TDRG1	SSTR3
TDRG1	KRT74
TDRG1	HTR6
TDRG1	MDGA1
TDRG1	LOC554174
TDRG1	SLC22A8
TDRG1	SEC14L3
TDRG1	LOC100131081
TDRG1	CAMK2A
TDRG1	KCNJ5
TDRG1	HTR3B
TDRG1	CNTNAP5
TDRG1	NENF
TDRG1	LOC389043
TDRG1	GSTTP1
TDRG1	PFTK2
TDRG1	PRB1
TDRG1	PRDM14
TDRG1	CETN1
TDRG1	LOC285191
TDRG1	POFUT2
TDRG1	CAMK1G
TDRG1	KCNJ9
TDRG1	IL1RAPL2
TDRG1	LOC389457
TDRG1	CHRNA10
TDRG1	LOC286149
TDRG1	CACNG3
TDRG1	LOC221122
TDRG1	CACNG6
TDRG1	LOC644090
TDRG1	FTCD
TDRG1	C4orf17
TDRG1	FSCN3
TDRG1	GABRR2
TDRG1	KCNA6
TDRG1	HDGFL1
TDRG1	DGCR12
TDRG1	LCN6
TDRG1	C9orf98
TDRG1	SLC16A11
TDRG1	ALOXE3
TDRG1	LOC651900
TDRG1	LOC202051
TDRG1	HRG
TDRG1	AMN
TDRG1	DKFZP434A062
TDRG1	LOC646522
TDRG1	LOC257358
TDRG1	SYN1
TDRG1	KIR3DX1
TDRG1	HNF1B
TDRG1	TCL6
TDRG1	FLJ40288
TDRG1	APOA5
TDRG1	SPTB
TDRG1	SYPL2
TDRG1	LOC100132005
TDRG1	DNM1P33
TDRG1	LOC283177
TDRG1	ESPNL
TDRG1	NKX1-1
TDRG1	NEUROD6
TDRG1	RAB3IL1
TDRG1	KRTAP4-5
TDRG1	FLJ40125
TDRG1	C3orf43
TDRG1	ADAM11
TDRG1	LOC728353
TDRG1	ASB12
TDRG1	SERPINB10
TDRG1	LMX1A
TDRG1	ANKRD53
TDRG1	LOC100131303
TDRG1	APOBEC2
TDRG1	C9orf53
TDRG1	FLJ39061
TDRG1	C6orf223
TDRG1	LOC100144597
TDRG1	LCE1E
TDRG1	CPNE6
TDRG1	ISM2
TDRG1	C9orf163
TDRG1	LOC728883
TDRG1	C21orf104
TDRG1	LOC100129129
TDRG1	GPR3
TDRG1	MADCAM1
TDRG1	LOC147646
TDRG1	HCG22
TDRG1	CAMKV
TDRG1	RNF31
TDRG1	FLJ23865
TDRG1	CACNG5
TDRG1	KRTAP13-1
TDRG1	PDXDC2
TDRG1	KHDRBS2
TDRG1	FLJ36116
TDRG1	OR7E19P
TDRG1	GPR52
TDRG1	CABP4
TDRG1	IRG1
TDRG1	LOC338963
TDRG1	CTNNA3
TDRG1	LOC149086
TDRG1	FLJ34651
TDRG1	GJD2
TDRG1	NEUROD2
TDRG1	MFGE8
TDRG1	LOC100128862
TDRG1	PAX5
TDRG1	KIAA1853
TDRG1	GJB4
TDRG1	MTMR8
TDRG1	DKFZp564N2472
TDRG1	KIR2DL1
TDRG1	ADRB3
TDRG1	RAI1
TDRG1	LOC157627
TDRG1	LOC646482
TDRG1	AMHR2
TDRG1	IL28A
TDRG1	ODF1
TDRG1	C14orf176
TDRG1	KIR2DL5A
TDRG1	LOC284933
TDRG1	LOC100129633
TDRG1	LOC723809
TDRG1	DGCR5
TDRG1	NCRNA00095
TDRG1	FEV
TDRG1	FLJ46321
TDRG1	HTR3C
TDRG1	KCNQ3
TDRG1	LOC100129617
TDRG1	SLC22A12
TDRG1	LCN8
TDRG1	MPV17L
TDRG1	KCNS1
TDRG1	BTNL3
TDRG1	PDE6G
TDRG1	LOC339666
TDRG1	SFT2D3
TDRG1	LOC283914
TDRG1	APOL5
TDRG1	LOC402779
TDRG1	SERPINA9
TDRG1	LOC401351
TDRG1	CADM3
TDRG1	OXER1
TDRG1	LTBR
TDRG1	LOC150527
TDRG1	LOC100133686
TDRG1	C1orf222
TDRG1	GGTLC2
TDRG1	C10orf67
TDRG1	DNAJC5G
TDRG1	OR7E104P
TDRG1	KIAA1751
TDRG1	LOC284669
TDRG1	ARR3
TDRG1	KCNK9
TDRG1	FLJ13439
TDRG1	LSDP5
TDRG1	PRO0461
TDRG1	SYT2
TDRG1	FOXK1
TDRG1	SMCP
TDRG1	CACNG2
TDRG1	NCR2
TDRG1	LRRC25
TDRG1	LOC643406
TDRG1	LOC100144602
TDRG1	LOC145678
TDRG1	GML
TDRG1	RHO
TDRG1	OR5L2
TDRG1	ACCN4
TDRG1	FLJ33065
TDRG1	GATA1
TDRG1	LHX3
TDRG1	LOC150005
TDRG1	PYY2
TDRG1	NHLH1
TDRG1	MYLK2
TDRG1	ART5
TDRG1	CHRNA2
TDRG1	DLEC1
TDRG1	NCRNA00161
TDRG1	DKFZp761P0212
TDRG1	BSND
TDRG1	OPRL1
TDRG1	NKX6-3
TDRG1	NEK6
TDRG1	SEMA6C
TDRG1	AMZ1
TDRG1	C7orf28A
TDRG1	C1orf200
TDRG1	TAL2
TDRG1	FAM166A
TDRG1	LOC127841
TDRG1	GNAO1
TDRG1	NR6A1
ZNF552	SPATA21
LDHAL6A	KIR2DL1
LDHAL6A	C20orf200
LDHAL6A	C15orf55
LDHAL6A	DYSFIP1
LDHAL6A	DRD2
LDHAL6A	DNM1P33
USP32	HEATR6
SETMAR	LCE1E
QKI	MSN
QKI	GLIPR2
NUDT12	ANKRA2
NUDT12	FAM174A
NCAM1	LOC730200
MAN2B1	CORO1A
MAN2B1	C1QB
MAN2B1	LAPTM5
MAN2B1	C1QA
MAN2B1	ITGB2
MAN2B1	FERMT3
MAN2B1	AIF1
MAN2B1	IL10RA
MAN2B1	LSP1
MAN2B1	HCLS1
LOC283352	KCNA6
LOC283352	GSX1
LOC283352	LOC283089
LOC283352	LOC203274
LOC283352	IRG1
LOC283352	KCNK9
LOC283352	LOC202051
LOC283352	FLJ21408
LOC283352	LOC149086
LOC283352	FLJ34651
LOC283352	KIR3DX1
LOC283352	HNF1B
LOC283352	LOC100132767
LOC283352	DKFZp564N2472
LOC283352	ASB14
LOC283352	KIR2DL1
LOC283352	IQCF1
LOC283352	GML
LOC283352	C15orf55
LOC283352	ADRB3
LOC283352	C9orf71
LOC283352	LOC100132005
LOC283352	GATA1
LOC283352	FLJ33706
LOC283352	DNM1P33
LOC283352	C20orf200
LOC283352	CAMK2A
LOC283352	ASB15
LOC283352	LMX1A
LOC283352	APOBEC2
LOC283352	LOC100144597
LOC283352	ACRV1
LOC283352	C9orf163
LOC283352	AMZ1
LOC283352	LOC221122
LOC283352	C1orf222
LOC283352	KRTAP13-1
LOC283352	GNAO1
FERMT3	FCGR1B
FERMT3	CYBB
FERMT3	CORO1A
FERMT3	EVI2B
FERMT3	AIF1
FERMT3	CLEC4A
FERMT3	DOK3
FERMT3	CSF2RB
FERMT3	CD52
FERMT3	CD86
FERMT3	C2
FERMT3	CD48
FERMT3	C1orf38
FERMT3	C1QA
FERMT3	FAM78A
FERMT3	CD4
FERMT3	ARHGAP30
FERMT3	DOCK2
FERMT3	ADAP2
FERMT3	CD163
FERMT3	CD37
FERMT3	EPSTI1
FERMT3	C3AR1
FERMT3	ARHGAP25
FERMT3	DOCK8
FERMT3	C1QB
FERMT3	AOAH
FERMT3	FCER1G
FERMT3	CCR1
FERMT3	ARHGAP9
FERMT3	CTSS
FERMT3	C1orf162
FERMT3	ARHGAP15
FERMT3	CD72
FERMT3	BIN2
FERMT3	CECR1
FERMT3	BTK
SLC22A14	PHLDB1
SLC22A14	OR8B8
SLC22A14	CYP1A2
SLC22A14	LOC284865
SLC22A14	IFLTD1
SLC22A14	C7orf16
SLC22A14	KLKBL4
SLC22A14	LOC100129026
SLC22A14	KANK1
SLC22A14	LOC728099
SLC22A14	LOC348120
SLC22A14	GRIN1
SLC22A14	C2orf16
SLC22A14	PCDHGA9
SLC22A14	LOC100129845
SLC22A14	LOC729940
SLC22A14	FAM41AY
SLC22A14	C4orf37
SLC22A14	C1orf94
SLC22A14	C15orf55
SLC22A14	LOC138652
SLC22A14	C16orf11
SLC22A14	FLJ20184
SLC22A14	B3GNT4
SLC22A14	CLDN17
SLC22A14	LOC100129936
SLC22A14	EFCAB1
SLC22A14	IFT122
SLC22A14	FLJ30064
SLC22A14	C8orf68
SLC22A14	MYLK4
SLC22A14	C14orf178
SLC22A14	LOC100131864
SLC22A14	LOC283999
SLC22A14	ACRV1
SLC22A14	LOC285908
SLC22A14	C6orf208
SLC22A14	POM121L2
SLC22A14	LOC284939
SLC22A14	PHIP
SLC22A14	C1orf61
SLC22A14	PTCHD2
SLC22A14	KIF5A
SLC22A14	DEFB118
SLC22A14	CSH2
SLC22A14	KLF14
SLC22A14	C11orf72
SLC22A14	LOC388906
SLC22A14	FLJ31222
SLC22A14	FRMPD4
SLC22A14	BZRPL1
SLC22A14	LOC283194
SLC22A14	CER1
SLC22A14	C14orf70
SLC22A14	GPRC6A
SLC22A14	GYPB
SLC22A14	SLC17A7
SLC22A14	PDE4C
SLC22A14	MMP24
SLC22A14	C21orf67
SLC22A14	FLJ12825
SLC22A14	LOC100131581
SLC22A14	LOC283045
SLC22A14	NLGN2
SLC22A14	ASCL3
SLC22A14	NEUROD4
SLC22A14	C17orf46
SLC22A14	OR51M1
SLC22A14	C20orf166
SLC22A14	AVPR1B
SLC22A14	DRD2
SLC22A14	CNR2
SLC22A14	CEACAM4
SLC22A14	EXOC3L2
SLC22A14	LOC90520
SLC22A14	C22orf15
SLC22A14	HECW1
SLC22A14	OR51B2
SLC22A14	LOC440330
SLC22A14	C3orf47
SLC22A14	LOC151171
SLC22A14	GPR31
SLC22A14	GRIK5
SLC22A14	KRTAP5-8
SLC22A14	PFN4
SLC22A14	LOC646778
SLC22A14	C10orf103
SLC22A14	C20orf187
GPHB5	C17orf52
GPHB5	C20orf141
GPHB5	C10orf53
GPHB5	DEFB124
GPHB5	DKFZP434A062
GPHB5	C14orf48
GPHB5	FLJ34651
GPHB5	CER1
GPHB5	EDA2R
GPHB5	FOXK1
GPHB5	C1orf20
GPHB5	FLJ40288
GPHB5	DKFZp564N2472
GPHB5	APOA5
GPHB5	CRIM2
GPHB5	C15orf55
GPHB5	ADRB3
GPHB5	C2orf19
GPHB5	GATA1
GPHB5	FLJ33706
GPHB5	C21orf89
GPHB5	DNM1P33
GPHB5	C15orf49
GPHB5	GHRHR
GPHB5	C20orf200
GPHB5	CCDC70
GPHB5	ESPNL
GPHB5	AMHR2
GPHB5	DRD2
GPHB5	CAMK2A
GPHB5	FLJ40125
GPHB5	C19orf34
GPHB5	C22orf15
GPHB5	CLP1
GPHB5	APOBEC2
GPHB5	BSND
GPHB5	C11orf36
GPHB5	C1orf127
GPHB5	CPNE6
GPHB5	AMZ1
GPHB5	C1orf200
GPHB5	C21orf104
GPHB5	DYSFIP1
GPHB5	C18orf62
GPHB5	C1orf222
GPHB5	GFAP
GPHB5	GABRR2
KRT71	DEFB124
KRT71	ACRV1
KRT71	DKFZp564N2472
GLIS2	BGN
GLIS2	EFEMP2
GLIS2	AEBP1
FLJ39739	C22orf26
FLJ39739	C20orf200
FLJ39739	ESPNL
FLJ39739	AMHR2
FLJ39739	AVPR1B
FLJ39739	DEFB119
FLJ39739	CAMK2A
FLJ39739	C10orf53
FLJ39739	CLDN17
FLJ39739	DNAI2
FLJ39739	C22orf15
FLJ39739	C8orf68
FLJ39739	APOBEC2
FLJ39739	FLJ34651
FLJ39739	CER1
FLJ39739	BSND
FLJ39739	ACRV1
FLJ39739	C1orf127
FLJ39739	AMZ1
FLJ39739	DKFZp564N2472
FLJ39739	APOA5
FLJ39739	C15orf55
FLJ39739	C2orf19
FLJ39739	C18orf62
FLJ39739	FLJ33706
FLJ39739	C17orf46
FLJ39739	C15orf49
LOC100129166	CDH22
LOC100129166	C11orf36
LOC100129166	LCE1E
LOC100129166	KIR2DL5A
LOC100129166	KRTAP4-5
LOC100129166	FLJ40288
LOC100129166	HRG
LOC100129166	FAM71A
LOC100129166	FAM182A
LOC100129166	KRTAP13-1
LOC100129166	DNM1P33
PILRA	LILRB4
PILRA	FCGR1B
PILRA	LAIR1
PILRA	FPR3
PILRA	LST1
PILRA	LAPTM5
PILRA	GPR65
PILRA	HCK
PILRA	FERMT3
PILRA	AIF1
PILRA	MYO1F
PILRA	PIK3AP1
PILRA	C3AR1
PILRA	NPL
PILRA	CD86
PILRA	C1QB
PILRA	CTSL1
PILRA	C5AR1
PILRA	FCER1G
PILRA	ITGB2
PILRA	MNDA
PILRA	NCF2
PILRA	LILRB2
PILRA	DOCK2
PILRA	IFI30
PILRA	ARRB2
PILRA	C1QC
PILRA	MPP1
ABCF2	ABCF1
KIAA0748	CD5
CNTN2	CHRNA2
CNTN2	CAMK2A
CNTN2	ARR3
CNTN2	ADIG
CNTN2	CFC1
CNTN2	CLP1
CNTN2	ADCYAP1R1
CNTN2	BSND
CNTN2	CDH22
CNTN2	C1orf127
CNTN2	C9orf163
CNTN2	AMZ1
CNTN2	ART1
CNTN2	C1orf20
CNTN2	CHRNB2
CNTN2	C21orf104
CNTN2	ADAM22
CNTN2	APOA5
CNTN2	ASB14
CNTN2	CADM3
CNTN2	CACNG6
CNTN2	CEND1
CNTN2	C15orf55
CNTN2	ADRB3
CNTN2	C11orf86
CNTN2	C2orf19
CNTN2	C18orf62
CNTN2	C1orf222
CNTN2	CDH15
CNTN2	ADAD1
CNTN2	C15orf49
VPS25	RAB5C
VPS25	TUBG1
VPS25	BECN1
VPS25	PSME3
VPS25	CCDC56
VPS25	SLC25A39
LOC440131	LARGE
LOC440131	CHRNE
LOC440131	IMP5
LOC440131	CPNE6
LOC440131	GRK1
LOC440131	FAM171A2
LOC440131	CDH15
LOC338653	LHX3
LOC338653	C1orf200
LOC338653	C21orf104
CHRNB2	BAI1
CHRNB2	CALHM3
CHRNB2	CEBPE
CHRNB2	ADIG
CHRNB2	APOBEC3F
CHRNB2	BBS1
CHRNB2	CD79B
CHRNB2	C3orf51
CHRNB2	ADAM22
CHRNB2	ARHGAP23
CHRNB2	C16orf84
CHRNB2	ADAM21
CHRNB2	ADRB3
CHRNB2	AHDC1
CHRNB2	C14orf68
CHRNB2	CAMK2A
CHRNB2	CALCA
CHRNB2	ALDOAP2
CHRNB2	C19orf47
CHRNB2	AGAP2
CHRNB2	CDH22
CHRNB2	C14orf115
CHRNB2	C11orf36
CHRNB2	CHRNA10
CHRNB2	C19orf26
CHRNB2	C15orf50
CHRNB2	CADM3
CHRNB2	CARD11
CHRNB2	C4orf17
CHRNB2	A4GALT
CHRNB2	C1orf222
CHRNB2	CDH15
CHRNB2	C10orf67
CHRNB2	C15orf51
CHRNB2	APOC2
CHRNB2	ARR3
CHRNB2	CFC1
CHRNB2	C11orf9
CHRNB2	AMN
CHRNB2	C3orf27
CHRNB2	ALPPL2
CHRNB2	ALPI
CHRNB2	CACNG2
CHRNB2	C19orf23
CHRNB2	C20orf181
CHRNB2	APC2
CHRNB2	C19orf41
CHRNB2	ACCN4
CHRNB2	BCL6B
CHRNB2	ADAD1
CHRNB2	CCT8L2
CHRNB2	CCDC9
CHRNB2	AVPR2
CHRNB2	CHRNA2
CHRNB2	ADAM11
CHRNB2	ADAD2
CHRNB2	ADAMTSL5
CHRNB2	C1orf170
CHRNB2	C7orf52
CHRNB2	ANKRD53
CHRNB2	C21orf90
CHRNB2	BSND
CHRNB2	ATF5
CHRNB2	CHD5
CHRNB2	AMZ1
CHRNB2	C7orf28A
CHRNB2	C9orf163
CHRNB2	ARID1B
CHRNB2	CEND1
CHRNB2	CAMKV
CHRNB2	C17orf72
CHRNB2	C11orf86
CHRNB2	AQP6
TM6SF1	OLR1
TM6SF1	LST1
TM6SF1	LAPTM5
TM6SF1	GPR65
TM6SF1	TLR4
TM6SF1	CLEC4A
TM6SF1	SLC15A3
TM6SF1	TFEC
TM6SF1	RGS18
TM6SF1	SGTB
TM6SF1	HLA-DPA1
TM6SF1	PARVG
TM6SF1	MNDA
TM6SF1	LY96
TM6SF1	SH2B3
TM6SF1	FCHO2
TM6SF1	DOCK10
TM6SF1	LY86
TM6SF1	MYO1F
TM6SF1	C3AR1
TM6SF1	SAMSN1
TM6SF1	NPL
TM6SF1	ATP6V1B2
TM6SF1	SLC38A6
TM6SF1	GPR34
TM6SF1	FCER1G
TM6SF1	PTPRO
TM6SF1	ITGB2
TM6SF1	RNASE6
TM6SF1	ST8SIA4
TM6SF1	C1orf162
TM6SF1	HAVCR2
TM6SF1	FCGR2C
DBH	BAI1
DBH	CEMP1
DBH	ATP2A1
DBH	CES4
DBH	CEBPE
DBH	ASMT
DBH	ADIG
DBH	APOC4
DBH	APOBEC3F
DBH	C3orf20
DBH	C2orf55
DBH	CRYGC
DBH	CD79B
DBH	BAHCC1
DBH	C14orf73
DBH	C3orf51
DBH	CRH
DBH	CHRNB2
DBH	ARHGAP23
DBH	AHDC1
DBH	CYP2W1
DBH	CLDN9
DBH	C14orf68
DBH	ARMC5
DBH	CABP2
DBH	ADARB2
DBH	CHRNE
DBH	CALCA
DBH	C10orf91
DBH	AGAP2
DBH	C14orf115
DBH	ANKRD60
DBH	C19orf26
DBH	CRYBB2
DBH	CADM3
DBH	CARD11
DBH	A4GALT
DBH	CDH15
DBH	C17orf55
DBH	CYTH3
DBH	APOC2
DBH	ARR3
DBH	CFC1
DBH	C11orf9
DBH	AMN
DBH	C3orf27
DBH	C20orf165
DBH	ALPI
DBH	CDRT15
DBH	ADAMTS7
DBH	CACNG2
DBH	C19orf23
DBH	C20orf181
DBH	APC2
DBH	ACCN4
DBH	COL20A1
DBH	ASB10
DBH	CACNG8
DBH	CYP2A7P1
DBH	ACOT11
DBH	CCDC9
DBH	C17orf53
DBH	AVPR2
DBH	CHRNA2
DBH	ADAM11
DBH	ADAD2
DBH	C1orf170
DBH	ASB12
DBH	C7orf52
DBH	ANKRD53
DBH	BSND
DBH	C6orf223
DBH	CPNE6
DBH	DAB2IP
DBH	C21orf104
DBH	CAMKV
DBH	CEND1
DBH	CXCR5
DBH	C17orf72
DBH	CACNG5
CD53	CD48
CD53	BTLA
CD53	ARHGAP15
CD53	CD52
CD53	CD27
CD53	CD247
CD53	CD3D
CD53	CD3G
CD53	CD37
DNAJA3	DCTPP1
LOC646482	LGI3
LOC646482	GLRA2
LOC646482	LOC283403
LOC646482	LOC283089
LOC646482	ADIG
LOC646482	LOC286059
LOC646482	LOC100130264
LOC646482	KCTD17
LOC646482	FLJ21408
LOC646482	KILLIN
LOC646482	FAM186B
LOC646482	KRTAP4-12
LOC646482	LOC100133461
LOC646482	LOC100132767
LOC646482	LOC541473
LOC646482	ART1
LOC646482	C1orf20
LOC646482	ADAM22
LOC646482	CRIM2
LOC646482	FLJ33706
LOC646482	LOC374890
LOC646482	KRT74
LOC646482	HTR6
LOC646482	LOC554174
LOC646482	LOC100131081
LOC646482	CAMK2A
LOC646482	KCNJ5
LOC646482	HTR3B
LOC646482	CNTNAP5
LOC646482	LOC389043
LOC646482	GSTTP1
LOC646482	LOC145845
LOC646482	CETN1
LOC646482	LOC285191
LOC646482	CAMK1G
LOC646482	LOC286149
LOC646482	CACNG3
LOC646482	LOC221122
LOC646482	CACNG6
LOC646482	DYSFIP1
LOC646482	C4orf17
LOC646482	C3orf44
LOC646482	GABRR2
LOC646482	LOC340074
LOC646482	FLJ21075
LOC646482	KCNA6
LOC646482	HDGFL1
LOC646482	C18orf12
LOC646482	C21orf121
LOC646482	C9orf98
LOC646482	LOC100130700
LOC646482	LOC100132894
LOC646482	ALOXE3
LOC646482	LOC202051
LOC646482	HRG
LOC646482	AQP2
LOC646482	LOC645591
LOC646482	LOC257358
LOC646482	KIR3DX1
LOC646482	HNF1B
LOC646482	FLJ40288
LOC646482	APOA5
LOC646482	C19orf23
LOC646482	LOC100132005
LOC646482	DNM1P33
LOC646482	LOC283177
LOC646482	FAM71D
LOC646482	KRTAP4-5
LOC646482	C3orf43
LOC646482	ASB12
LOC646482	LOC100129380
LOC646482	LMX1A
LOC646482	ANKRD53
LOC646482	LOC100131303
LOC646482	HCN4
LOC646482	APOBEC2
LOC646482	FLJ39061
LOC646482	C6orf223
LOC646482	LOC100144597
LOC646482	LCE1E
LOC646482	CDYL2
LOC646482	CPNE6
LOC646482	ISM2
LOC646482	C9orf163
LOC646482	C21orf104
LOC646482	FAM81A
LOC646482	LOC100129129
LOC646482	ARID1B
LOC646482	LOC147646
LOC646482	CAMKV
LOC646482	FLJ23865
LOC646482	KRTAP13-1
LOC646482	KHDRBS2
LOC646482	FLJ36116
LOC646482	GPR52
LOC646482	LOC338579
LOC646482	CABP4
LOC646482	IRG1
LOC646482	LOC338963
LOC646482	LOC339978
LOC646482	CTNNA3
LOC646482	LOC149086
LOC646482	FLJ34651
LOC646482	GJD2
LOC646482	KIAA1853
LOC646482	DKFZp564N2472
LOC646482	KIR2DL1
LOC646482	CST8
LOC646482	ADAM21
LOC646482	ADRB3
LOC646482	LOC284080
LOC646482	LOC157627
LOC646482	IL28A
LOC646482	C14orf176
LOC646482	KIR2DL5A
LOC646482	LOC284933
LOC646482	LOC100129633
LOC646482	LOC100129503
LOC646482	DGCR5
LOC646482	FEV
LOC646482	FLJ46321
LOC646482	LCN8
LOC646482	KCNS1
LOC646482	CDH22
LOC646482	LOC339666
LOC646482	LOC283914
LOC646482	LOC402779
LOC646482	CADM3
LOC646482	LOC100133686
LOC646482	C1orf222
LOC646482	C10orf67
LOC646482	DNAJC5G
LOC646482	KIAA1751
LOC646482	GTSF1L
LOC646482	LOC440602
LOC646482	LOC284669
LOC646482	LOC283140
LOC646482	FLJ13439
LOC646482	DLGAP2
LOC646482	C20orf71
LOC646482	FAM148C
LOC646482	CACNG2
LOC646482	LOC100144602
LOC646482	FAM71A
LOC646482	GML
LOC646482	LOC145678
LOC646482	FLJ33065
LOC646482	GATA1
LOC646482	LHX3
LOC646482	CHRNA2
LOC646482	ASB15
LOC646482	BSND
LOC646482	GRIP2
LOC646482	AMZ1
LOC646482	C7orf28A
LOC646482	LOC400620
LOC646482	D21S2088E
LOC646482	FAM166A
LOC646482	GNAO1
CMTM3	AEBP1
PSG3	LGALS14
PSG3	IL1F7
PSG3	HSD3B1
LOC100134123	IL17A
LOC100134123	HSPC072
LOC100134123	KCNK16
LOC100134123	ADIG
LOC100134123	ADAM30
LOC100134123	FAM22F
LOC100134123	C9orf144
LOC100134123	KCTD17
LOC100134123	KANK1
LOC100134123	FLJ21408
LOC100134123	GJC2
LOC100134123	ADAM20
LOC100134123	LOC100129656
LOC100134123	FAM153A
LOC100134123	LOC100132767
LOC100134123	ADAM22
LOC100134123	ASB14
LOC100134123	C15orf55
LOC100134123	FLJ10232
LOC100134123	FAM163A
LOC100134123	KRT74
LOC100134123	GRM7
LOC100134123	CAMK2A
LOC100134123	KCNJ5
LOC100134123	CNTNAP5
LOC100134123	C19orf34
LOC100134123	CLDN17
LOC100134123	KSR1
LOC100134123	C9orf4
LOC100134123	CAMKK1
LOC100134123	AIPL1
LOC100134123	CCDC33
LOC100134123	C11orf36
LOC100134123	FLJ22596
LOC100134123	G6PC2
LOC100134123	CACNG6
LOC100134123	LOC100129722
LOC100134123	DYSFIP1
LOC100134123	FLJ32955
LOC100134123	CCDC36
LOC100134123	GABRR2
LOC100134123	FAM22B
LOC100134123	C21orf49
LOC100134123	FLJ21075
LOC100134123	KCNA6
LOC100134123	C18orf12
LOC100134123	HRG
LOC100134123	DEFB124
LOC100134123	AMN
LOC100134123	GAFA2
LOC100134123	AQP2
LOC100134123	FRMPD4
LOC100134123	DKFZP434A062
LOC100134123	LIMK1
LOC100134123	KIR2DS1
LOC100134123	GPR182
LOC100134123	GDEP
LOC100134123	FKSG49
LOC100134123	FLJ40288
LOC100134123	APOA5
LOC100134123	LOC100130955
LOC100134123	FLJ12825
LOC100134123	EPHA8
LOC100134123	LOC100133612
LOC100134123	DNM1P33
LOC100134123	C21orf62
LOC100134123	C20orf200
LOC100134123	ESPNL
LOC100134123	DRD2
LOC100134123	GRM2
LOC100134123	AYP1p1
LOC100134123	ADAM11
LOC100134123	AAA1
LOC100134123	EXOC3L2
LOC100134123	LMX1A
LOC100134123	CLP1
LOC100134123	LOC100131303
LOC100134123	HCN4
LOC100134123	C10orf44
LOC100134123	APOBEC2
LOC100134123	FLJ39061
LOC100134123	LCE1E
LOC100134123	CDYL2
LOC100134123	C9orf163
LOC100134123	C21orf104
LOC100134123	CEND1
LOC100134123	CAMKV
LOC100134123	CYP1A2
LOC100134123	C7orf16
LOC100134123	LOC100131941
LOC100134123	LOC100129026
LOC100134123	BAGE
LOC100134123	ALMS1P
LOC100134123	LOC100128862
LOC100134123	C4orf42
LOC100134123	FLJ37638
LOC100134123	GJB4
LOC100134123	CHRNB2
LOC100134123	DKFZp564N2472
LOC100134123	GRIN2C
LOC100134123	KIR2DL1
LOC100134123	LOC100128003
LOC100134123	IL25
LOC100134123	ADRB3
LOC100134123	LOC100128079
LOC100134123	CRB1
LOC100134123	GAS2L2
LOC100134123	C22orf26
LOC100134123	DKFZp547J222
LOC100134123	ADM2
LOC100134123	FLJ14126
LOC100134123	BEND4
LOC100134123	DGCR5
LOC100134123	C8orf68
LOC100134123	FEV
LOC100134123	FLJ00049
LOC100134123	DAND5
LOC100134123	HERC2P7
LOC100134123	LOC100131864
LOC100134123	BTNL3
LOC100134123	C19orf47
LOC100134123	CDH22
LOC100134123	C12orf51
LOC100134123	KCNH7
LOC100134123	C15orf50
LOC100134123	KCTD16
LOC100134123	C1orf61
LOC100134123	C1orf222
LOC100134123	DUX1
LOC100134123	C10orf67
LOC100134123	DNM1P41
LOC100134123	KIAA1751
LOC100134123	CFC1
LOC100134123	FLJ31222
LOC100134123	DLGAP2
LOC100134123	C14orf70
LOC100134123	CCDC144C
LOC100134123	FOXK1
LOC100134123	FAM71A
LOC100134123	IQCF1
LOC100134123	FLJ36208
LOC100134123	HHLA1
LOC100134123	FLJ33065
LOC100134123	GATA1
LOC100134123	C15orf49
LOC100134123	ADAD1
LOC100134123	CLDN19
LOC100134123	LOC100131347
LOC100134123	LOC100128640
LOC100134123	AVPR1B
LOC100134123	DKFZP434K028
