DPM2	CDK5
HIST1H2BD	H2BFS
HIST1H2BD	HIST1H1C
HIST1H2BD	HIST1H2BC
HIST1H2BD	HIST1H2AC
C5orf22	APH1A
C5orf22	ACTR2
C5orf22	ATF2
LOC728288	LOC100128008
LOC728288	LOC440456
LOC728288	LOC554235
LOC728288	HMX1
LOC728288	GDF2
LOC728288	C1orf170
VGF	NPB
VGF	NCRNA00028
VGF	FAM57B
VGF	EPN1
VGF	UNC13A
VGF	MMP25
VGF	CEBPE
VGF	C22orf28
VGF	TCF15
VGF	KCTD17
VGF	PPP1R3F
VGF	CNTROB
VGF	APOBEC3F
VGF	IL13
VGF	SLC4A9
VGF	LOC340107
VGF	LOC390688
VGF	CD79B
VGF	TTC9B
VGF	LASS1
VGF	BAHCC1
VGF	TUT1
VGF	NTN3
VGF	NPPA
VGF	REST
VGF	LOC100134081
VGF	LOC388692
VGF	POU2F2
VGF	RP11-265F14.2
VGF	LRRC16B
VGF	IGHE
VGF	KIAA1656
VGF	C16orf84
VGF	PWWP2B
VGF	CYP2W1
VGF	LTK
VGF	SPATA21
VGF	MDGA1
VGF	ARMC5
VGF	UNQ6487
VGF	FLJ22536
VGF	TTLL9
VGF	MAPK8IP3
VGF	IL34
VGF	ROM1
VGF	PRDM8
VGF	HAB1
VGF	MYLC2PL
VGF	LOC285191
VGF	GIT1
VGF	TMEM134
VGF	AGAP2
VGF	GP1BB
VGF	C14orf115
VGF	LARGE
VGF	MGC44328
VGF	MAP6D1
VGF	GRK1
VGF	SCT
VGF	ARVCF
VGF	LOC645895
VGF	SLC22A6
VGF	LOC100133686
VGF	LOC100128008
VGF	A4GALT
VGF	TMEM151B
VGF	PSD
VGF	PRODH2
VGF	MGC10814
VGF	HDAC10
VGF	CDH15
VGF	CPLX2
VGF	C17orf55
VGF	C3orf58
VGF	TAC4
VGF	APOC2
VGF	REXO1
VGF	PHLDA2
VGF	FBXO44
VGF	GDF2
VGF	MGC34796
VGF	LOC399904
VGF	SMAD6
VGF	MGAT5B
VGF	LOC554235
VGF	NYX
VGF	FAM148C
VGF	GLP1R
VGF	LOC442142
VGF	TCL6
VGF	DCBLD2
VGF	JSRP1
VGF	SPTBN4
VGF	CXorf52
VGF	PTCRA
VGF	TM6SF2
VGF	COL20A1
VGF	SRL
VGF	SUV420H2
VGF	CCDC9
VGF	FGF17
VGF	SARDH
VGF	ISYNA1
VGF	LOC440456
VGF	MSI1
VGF	C1orf170
VGF	KCNQ1DN
VGF	SNX22
VGF	DKFZp761P0212
VGF	ADAMTS10
VGF	UCN2
VGF	PHF8
VGF	LOC100128484
VGF	PLEKHB1
VGF	SYP
VGF	IGSF9B
VGF	PLEKHN1
VGF	APOA4
VGF	LOC729177
VGF	MLL4
VGF	LOC283904
VGF	MYOG
VGF	TP53TG5
VGF	HMX1
WIPF1	LILRB4
WIPF1	TRBC1
WIPF1	LST1
WIPF1	HCK
WIPF1	TLR4
WIPF1	DOK3
WIPF1	GIMAP4
WIPF1	TFEC
WIPF1	STK10
WIPF1	PSTPIP1
WIPF1	TNFSF13B
WIPF1	C1QA
WIPF1	PARVG
WIPF1	SLC7A7
WIPF1	SELPLG
WIPF1	IL10RA
WIPF1	NCF4
WIPF1	FGL2
WIPF1	CRTAM
WIPF1	RNF166
WIPF1	KLHL6
WIPF1	DOCK10
WIPF1	SRGN
WIPF1	ITK
WIPF1	CD163
WIPF1	GIMAP2
WIPF1	CD37
WIPF1	EPSTI1
WIPF1	ADCY7
WIPF1	C3AR1
WIPF1	SAMSN1
WIPF1	CCL5
WIPF1	HLA-DPB1
WIPF1	GBP5
WIPF1	CD69
WIPF1	ITGB2
WIPF1	SASH3
WIPF1	CTSS
WIPF1	NCF2
WIPF1	LILRB2
WIPF1	CD72
WIPF1	IFI30
WIPF1	TLR2
WIPF1	CECR1
WIPF1	C1QC
WIPF1	BIN2
WIPF1	CD3D
WIPF1	CORO1A
WIPF1	LCK
WIPF1	TYROBP
WIPF1	PAG1
WIPF1	GPR65
WIPF1	EVI2B
WIPF1	HLA-DMA
WIPF1	RASSF2
WIPF1	CD52
WIPF1	NCKAP1L
WIPF1	RCSD1
WIPF1	SLA
WIPF1	HLA-DPA1
WIPF1	C1orf38
WIPF1	HLA-DRB1
WIPF1	FYB
WIPF1	TNFAIP8
WIPF1	CD4
WIPF1	DOCK2
WIPF1	FPR3
WIPF1	STAT4
WIPF1	MYO1F
WIPF1	GMFG
WIPF1	CLEC2D
WIPF1	PIK3AP1
WIPF1	NPL
WIPF1	CD300LF
WIPF1	AOAH
WIPF1	TRIM22
WIPF1	PLEK
WIPF1	RNASE6
WIPF1	TLR8
WIPF1	CCR1
WIPF1	ARHGAP9
WIPF1	KIAA1949
WIPF1	HLA-DMB
WIPF1	SAMD9L
WIPF1	CYBB
WIPF1	CYTIP
WIPF1	LAPTM5
WIPF1	PTPN22
WIPF1	FERMT3
WIPF1	AIF1
WIPF1	C6orf190
WIPF1	GIT2
WIPF1	CD27
WIPF1	CD86
WIPF1	LCP1
WIPF1	RGS18
WIPF1	HCST
WIPF1	TM6SF1
WIPF1	CD53
WIPF1	GPR183
WIPF1	LY96
WIPF1	CASP1
WIPF1	MPEG1
WIPF1	SH2B3
WIPF1	TLR1
WIPF1	SLAMF8
WIPF1	CD247
WIPF1	BTN3A3
WIPF1	LAP3
WIPF1	ARHGAP25
WIPF1	LPXN
WIPF1	RAC2
WIPF1	STK17B
WIPF1	C1QB
WIPF1	LRMP
WIPF1	ARHGAP15
WIPF1	C1orf162
WIPF1	MARCH1
WIPF1	ITGAL
WIPF1	GZMA
WIPF1	FCGR1B
WIPF1	VAV1
WIPF1	CST7
WIPF1	HLA-DQB1
WIPF1	SELL
WIPF1	CLEC4A
WIPF1	CD2
WIPF1	CSF2RB
WIPF1	SLC15A3
WIPF1	ICOS
WIPF1	IRF8
WIPF1	CD48
WIPF1	GZMK
WIPF1	IL21R
WIPF1	MNDA
WIPF1	PLEKHO1
WIPF1	BIC
WIPF1	LAIR1
WIPF1	NLRC3
WIPF1	IGSF6
WIPF1	TRAT1
WIPF1	HCLS1
WIPF1	MS4A6A
WIPF1	DOCK8
WIPF1	FCER1G
WIPF1	ST8SIA4
WIPF1	IL15
WIPF1	PTPRC
WIPF1	IL2RG
WIPF1	NKG7
WIPF1	CTSC
WIPF1	BTK
WIPF1	ITGA4
SNX15	MEFV
SNX15	LOC100131998
SNX15	C18orf45
SNX15	PTCRA
SNX15	OPHN1
SNX15	HERC2P7
SNX15	FLJ45803
SNX15	LOC91548
IGF2R	ARPC5
IGF2R	EXOC5
IGF2R	CLINT1
IGF2R	IFNGR1
IGF2R	GDI2
IGF2R	EIF4G1
IGF2R	DDX3X
IGF2R	CANX
IGF2R	CUL4B
MMADHC	ABI1
MMADHC	MITD1
MMADHC	ARL5A
MMADHC	CCNT2
MMADHC	ACTR3
MMADHC	AIDA
MMADHC	DUSP11
MMADHC	DHX15
MMADHC	MFF
MMADHC	C11orf58
MMADHC	GORASP2
MMADHC	COPB1
MMADHC	ATP5G3
MMADHC	GTF2H1
MMADHC	HAT1
MMADHC	DNAJC10
MMADHC	HNRNPC
BRS3	APOBEC2
BRS3	ADAM30
C21orf90	AMZ1
C21orf90	AYP1p1
C21orf90	ADIG
C21orf90	C21orf104
C21orf90	C19orf23
C21orf90	APOA5
C21orf90	ADAM22
C21orf90	C15orf55
C21orf90	ADRB3
C21orf90	APOBEC2
C21orf90	C1orf222
C21orf90	C10orf67
C21orf90	BSND
C21orf90	ADAD1
SBSN	KRTDAP
FGF21	C17orf55
FGF21	CYTH3
FGF21	FAM57B
FGF21	CES4
FGF21	CEBPE
FGF21	FBXO44
FGF21	APOC4
FGF21	FAM186B
FGF21	CDRT15
FGF21	C6orf221
FGF21	C14orf73
FGF21	C9orf131
FGF21	DLL3
FGF21	EMID2
FGF21	DBH
FGF21	ACCN4
FGF21	FAM171A2
FGF21	EMX1
FGF21	CCDC9
FGF21	DUOXA2
FGF21	ADAM11
FGF21	C1orf170
FGF21	CABP2
FGF21	CHRNE
FGF21	EVX1
FGF21	AVP
FGF21	F2
FGF21	DKFZp761P0212
FGF21	AGAP2
FGF21	C14orf115
FGF21	CPNE6
FGF21	DPF1
FGF21	BRF1
FGF21	CDH15
HOXC8	GLRA2
HOXC8	C14orf68
HOXC8	CPNE6
HOXC8	C19orf26
HOXC8	GJD4
HOXC8	FLJ44450
HOXC8	ASB12
HOXC8	C20orf165
HOXC8	DBH
HOXC8	FLJ23865
HOXC8	DKFZp761P0212
HOXC8	FLJ33706
HOXC8	CACNG8
HOXC8	AHDC1
HOXC8	HIST1H1A
NHSL2	LOC219688
NHSL2	GSX1
NHSL2	LOC283403
NHSL2	LOC283089
NHSL2	IFLTD1
NHSL2	KCNIP1
NHSL2	LOC203274
NHSL2	C9orf144
NHSL2	KANK1
NHSL2	LOC348120
NHSL2	LOC550113
NHSL2	FLJ34208
NHSL2	FLJ34651
NHSL2	C2orf16
NHSL2	FNDC7
NHSL2	EDA2R
NHSL2	LOC100132767
NHSL2	LOC729940
NHSL2	DKFZp564N2472
NHSL2	ASB14
NHSL2	KIR2DL1
NHSL2	LOC100128003
NHSL2	C15orf55
NHSL2	LOC283674
NHSL2	LOC220980
NHSL2	KCNN1
NHSL2	FLJ45224
NHSL2	LOC100134368
NHSL2	ELA3A
NHSL2	CLDN17
NHSL2	LOC100129936
NHSL2	C8orf68
NHSL2	DCST1
NHSL2	LOC145845
NHSL2	MPV17L
NHSL2	LOC100131864
NHSL2	ACRV1
NHSL2	LOC284939
NHSL2	C1orf61
NHSL2	C3orf24
NHSL2	LOC644090
NHSL2	DYSFIP1
NHSL2	DNAJC5G
NHSL2	C21orf49
NHSL2	C20orf62
NHSL2	LOC340074
NHSL2	LOC339442
NHSL2	HDGFL1
NHSL2	C21orf121
NHSL2	C10orf53
NHSL2	ASB16
NHSL2	LOC388906
NHSL2	FLJ31222
NHSL2	LOC283194
NHSL2	HPYR1
NHSL2	CER1
NHSL2	LOC283697
NHSL2	KIR3DX1
NHSL2	LOC339524
NHSL2	FLJ33065
NHSL2	LOC387826
NHSL2	ASCL3
NHSL2	C2orf19
NHSL2	GATA1
NHSL2	LHX3
NHSL2	C15orf49
NHSL2	EFR3B
NHSL2	C20orf200
NHSL2	MYOZ3
NHSL2	AVPR1B
NHSL2	DRD2
NHSL2	FAM135B
NHSL2	HTA
NHSL2	EXOC3L2
NHSL2	C22orf15
NHSL2	LMX1A
NHSL2	LOC729173
NHSL2	KCNG4
NHSL2	MORN1
NHSL2	LOC255654
NHSL2	LOC728902
NHSL2	C1orf127
NHSL2	AMZ1
NHSL2	LOC100129827
NHSL2	LOC646778
NHSL2	LOC441052
NHSL2	LOC440028
FCER1G	CYBB
FCER1G	CORO1A
FCER1G	EVI2B
FCER1G	AIF1
FCER1G	CLEC4A
FCER1G	DOK3
FCER1G	COTL1
FCER1G	CD52
FCER1G	CD86
FCER1G	EMP3
FCER1G	CD58
FCER1G	C1orf38
FCER1G	C5AR1
FCER1G	C1QA
FCER1G	CPVL
FCER1G	CD4
FCER1G	DOCK2
FCER1G	CORO1C
FCER1G	CASP1
FCER1G	ARRB2
FCER1G	CSF1R
FCER1G	ADAP2
FCER1G	BTN3A3
FCER1G	CD163
FCER1G	CD37
FCER1G	EPSTI1
FCER1G	ADCY7
FCER1G	C3AR1
FCER1G	ALOX5AP
FCER1G	ATP6V1B2
FCER1G	C1QB
FCER1G	CTSL1
FCER1G	CCR1
FCER1G	ARHGAP9
FCER1G	CTSS
FCER1G	C1orf162
FCER1G	CD14
FCER1G	CTSC
FCER1G	C1QC
FCER1G	CD74
LARP4	ACTR2
LARP4	BCLAF1
LARP4	DHX9
CWC15	ANKRD49
LOC400748	LOC283089
FAM181A	CCDC70
FAM181A	C21orf121
FAM181A	CPNE6
FAM181A	ACTRT2
FAM181A	DEFB119
FAM181A	CAMK2A
FAM181A	CACNG2
FAM181A	AMZ1
FAM181A	C21orf104
FAM181A	C21orf88
FAM181A	CADM3
FAM181A	C2orf19
FAM181A	AHDC1
FAM181A	BSND
KLHL11	CHRNA4
KLHL11	GSX1
KLHL11	C21orf121
KLHL11	GFRA4
KLHL11	C10orf53
KLHL11	ELA3A
KLHL11	ADARB2
KLHL11	C6orf174
KLHL11	C2orf19
KLHL11	GATA1
KLHL11	BSND
PSMB3	MED1
PSMB3	FBXL20
PSMB3	CISD3
PSMB3	CRKRS
PSMB3	CCDC49
TGFB1I1	DPYSL3
TGFB1I1	DCHS1
TGFB1I1	NDN
TGFB1I1	ISLR
TGFB1I1	SPARC
TGFB1I1	FIBIN
TGFB1I1	AEBP1
TGFB1I1	TAGLN
TGFB1I1	PDGFRB
TGFB1I1	PCOLCE
TGFB1I1	EMILIN1
TGFB1I1	HTRA1
TGFB1I1	MYL9
TGFB1I1	DACT1
TGFB1I1	EFEMP2
TGFB1I1	BNC2
TGFB1I1	GLT8D2
TGFB1I1	COL6A2
TGFB1I1	COL6A3
TGFB1I1	LAMB1
RPL10L	LOC390998
DDX25	ACTL6B
RPS25	EEF1B2
RPS25	RPL11
FAM57B	CHCHD5
FAM57B	C17orf55
FAM57B	BRSK1
FAM57B	CYTH3
FAM57B	C17orf59
FAM57B	EPN1
FAM57B	CES4
FAM57B	CEBPE
FAM57B	CACNA1I
FAM57B	APOC2
FAM57B	DLG4
FAM57B	C22orf28
FAM57B	CLCN1
FAM57B	CNTROB
FAM57B	CDRT15
FAM57B	CFB
FAM57B	DCBLD2
FAM57B	C20orf151
FAM57B	APOL2
FAM57B	C9orf131
FAM57B	CXorf52
FAM57B	ADRA2C
FAM57B	EMID2
FAM57B	C9orf44
FAM57B	B3GNT8
FAM57B	C16orf84
FAM57B	COL20A1
FAM57B	CYP2W1
FAM57B	CCDC9
FAM57B	ARMC5
FAM57B	BBC3
FAM57B	BCL2
FAM57B	C10orf46
FAM57B	DUOXA2
FAM57B	ADAM11
FAM57B	C19orf68
FAM57B	C1orf170
FAM57B	EVX1
FAM57B	CHRNE
FAM57B	FAM131C
FAM57B	FABP2
FAM57B	DKFZp761P0212
FAM57B	DACT3
FAM57B	ADAMTS10
FAM57B	C16orf86
FAM57B	AGAP2
FAM57B	CPNE9
FAM57B	C14orf115
FAM57B	DOHH
FAM57B	DAB2IP
FAM57B	APOA4
FAM57B	DPF1
FAM57B	CYP11B2
FAM57B	C7orf50
FAM57B	ARVCF
FAM57B	A4GALT
FAM57B	DUX1
FAM57B	CDH15
SOBP	LOC283177
SOBP	KIAA1614
SOBP	LOC100131941
SOBP	KCNJ5
SOBP	KCTD17
SOBP	ANKRD53
SOBP	CRYGC
SOBP	ERN2
SOBP	CPNE6
SOBP	NEU4
SOBP	CHRNB2
SOBP	CEND1
SOBP	MUC8
SOBP	RAX2
SOBP	LOC283904
SOBP	CDH15
SOBP	DNM1P33
TSGA13	ASB12
ASMT	ARMC5
DNM1L	ABCE1
DNM1L	CDC123
DNM1L	DLAT
DNM1L	DKC1
DNM1L	C1QBP
DNM1L	C12orf11
DNM1L	CEBPG
DNM1L	DENR
DNM1L	CACYBP
DNM1L	C16orf61
DNM1L	CKAP5
DNM1L	CCDC90A
LOC55908	C14orf180
RNF114	PSMA7
RNF114	C20orf24
RNF114	DPM1
ITGA7	G0S2
ITGA7	FXYD1
ITGA7	HSPB2
ITGA7	EGFLAM
ITGA7	EHD2
ITGA7	FZD4
ITGA7	FABP4
ITGA7	ECM2
ITGA7	CIDEA
ITGA7	CD34
ITGA7	ABCA6
ITGA7	CCDC3
ITGA7	GYG2
ITGA7	CDO1
ITGA7	ACACB
ITGA7	CAV2
ITGA7	C14orf139
ITGA7	GPR146
ITGA7	ADCY4
ITGA7	GNG11
ITGA7	CNRIP1
ITGA7	CA4
ITGA7	GPAM
ITGA7	FHL1
ITGA7	ADH1B
ITGA7	HSPB6
ITGA7	CLEC3B
ITGA7	CDH5
ITGA7	CAV1
ITGA7	ACVR1C
ITGA7	DGAT2
ITGA7	CIDEC
ITGA7	EBF1
ITGA7	C14orf180
ITGA7	AOC3
ITGA7	CD300LG
ITGA7	DARC
ITGA7	COX7A1
ITGA7	HEPACAM
ITGA7	CHRDL1
ITGA7	AKAP12
ITGA7	ECSM2
ITGA7	CD36
ITGA7	CCDC69
ITGA7	FAM162B
ITGA7	GALNTL2
ITGA7	CFD
ITGA7	GYPC
ITGA7	CXorf36
ITGA7	GPIHBP1
ITGA7	CLDN5
ITGA7	CLEC14A
ITGA7	HSPB7
ITGA7	FIGF
ITGA7	ASPA
ITGA7	IGFBP6
ITGA7	GPD1
ITGA7	AQP7
ITGA7	AQP1
ITGA7	GPX3
ITGA7	BTNL9
ITGA7	ADIPOQ
MTIF2	LRPPRC
MTIF2	ABCE1
MTIF2	ILF2
MTIF2	MEMO1
MTIF2	IMP4
MTIF2	CCT6A
MTIF2	MRPL3
MTIF2	GTF3C2
MTIF2	DPY30
MTIF2	GEMIN6
MTIF2	C2orf47
MTIF2	CEBPZ
MTIF2	DDX1
MTIF2	MRPS17
MTIF2	MSH2
MTIF2	BOLA3
MTIF2	CPSF3
MTIF2	FAM136A
MTIF2	CCT7
MTIF2	ATP5G3
MTIF2	GPN1
MTIF2	MPHOSPH10
MTIF2	AUP1
TSSK2	PHLDB1
TSSK2	LOC283089
TSSK2	NCRNA00105
TSSK2	MMP2
TSSK2	TEX13B
TSSK2	KIF19
TSSK2	NKPD1
TSSK2	LOC348120
TSSK2	LOC550113
TSSK2	C14orf48
TSSK2	SV2B
TSSK2	LOC100132767
TSSK2	PLG
TSSK2	DSCR9
TSSK2	TREML2P
TSSK2	SLC4A1
TSSK2	ASB14
TSSK2	TACR3
TSSK2	MGC45922
TSSK2	FLJ33706
TSSK2	C12orf42
TSSK2	SLC22A8
TSSK2	SEC14L3
TSSK2	KCNH3
TSSK2	ELA3A
TSSK2	C19orf34
TSSK2	LOC100129936
TSSK2	LOC100134089
TSSK2	IFT122
TSSK2	PPY
TSSK2	DCST1
TSSK2	LOC145845
TSSK2	FLJ46026
TSSK2	POU5F2
TSSK2	LOC100131298
TSSK2	GJD3
TSSK2	FLJ22596
TSSK2	ACRV1
TSSK2	RTDR1
TSSK2	LOC100128946
TSSK2	SLC34A3
TSSK2	LOC339822
TSSK2	FLJ30679
TSSK2	LOC389247
TSSK2	LOC644090
TSSK2	LOC100129722
TSSK2	DYSFIP1
TSSK2	PCDHB1
TSSK2	LOC730441
TSSK2	PRRG3
TSSK2	LOC100128977
TSSK2	C21orf49
TSSK2	C20orf62
TSSK2	LOC340074
TSSK2	FLJ14816
TSSK2	DGCR12
TSSK2	P2RX6
TSSK2	SGSM1
TSSK2	DEFB124
TSSK2	LOC388906
TSSK2	LOC283194
TSSK2	HPYR1
TSSK2	LOC283624
TSSK2	MIXL1
TSSK2	KIR3DX1
TSSK2	FLJ40288
TSSK2	APOA5
TSSK2	GRIN3B
TSSK2	ODF3
TSSK2	C17orf50
TSSK2	LOC145945
TSSK2	HTR4
TSSK2	ASCL3
TSSK2	LOC388882
TSSK2	LOC283761
TSSK2	CAV3
TSSK2	LOC100133612
TSSK2	C20orf200
TSSK2	ESPNL
TSSK2	C20orf166
TSSK2	DRD2
TSSK2	LOC146443
TSSK2	HTA
TSSK2	EXOC3L2
TSSK2	PAX1
TSSK2	MRPL38
TSSK2	LOC729173
TSSK2	KCNG4
TSSK2	LOC255654
TSSK2	C1orf223
TSSK2	LOC284661
TSSK2	LOC100144597
TSSK2	KLK2
TSSK2	PSKH2
TSSK2	KCNJ1
TSSK2	HRH3
TSSK2	C21orf104
TSSK2	PHKG1
TSSK2	CYP1A2
TSSK2	DGCR7
TSSK2	GK2
TSSK2	RHAG
TSSK2	IFLTD1
TSSK2	GFRA4
TSSK2	CPN1
TSSK2	TMEM95
TSSK2	GAB4
TSSK2	FLJ39534
TSSK2	RCVRN
TSSK2	TEX28
TSSK2	LOC100128003
TSSK2	D21S2090E
TSSK2	LOC283674
TSSK2	LOC286442
TSSK2	FLJ25328
TSSK2	H1FNT
TSSK2	DMRTB1
TSSK2	LOC100129069
TSSK2	GHRHR
TSSK2	C22orf26
TSSK2	CXorf51
TSSK2	SAG
TSSK2	ADM2
TSSK2	ODF1
TSSK2	TCF20
TSSK2	FLJ46321
TSSK2	OPN5
TSSK2	HTR1B
TSSK2	HR44
TSSK2	GPR62
TSSK2	LOC220077
TSSK2	PLUNC
TSSK2	SLC5A5
TSSK2	LOC729296
TSSK2	SPAG11B
TSSK2	C1orf61
TSSK2	DKFZP564C196
TSSK2	PTCHD2
TSSK2	KIR2DL3
TSSK2	DNAJC5G
TSSK2	OR7E104P
TSSK2	LOC389199
TSSK2	RNASE3
TSSK2	NRAP
TSSK2	LOC339442
TSSK2	FLJ41649
TSSK2	C10orf53
TSSK2	KCNK9
TSSK2	SLC5A2
TSSK2	GPRC5D
TSSK2	FLJ31222
TSSK2	GALR3
TSSK2	SMCP
TSSK2	IL29
TSSK2	NODAL
TSSK2	LHX3
TSSK2	C21orf89
TSSK2	LOC439951
TSSK2	LOC285194
TSSK2	AVPR1B
TSSK2	GAD2
TSSK2	GPR78
TSSK2	C22orf15
TSSK2	TMEM72
TSSK2	LOC283501
TSSK2	SNX32
TSSK2	LOC440330
TSSK2	BSND
TSSK2	RSHL1
TSSK2	NHSL2
TSSK2	ANGPT4
TSSK2	NKX6-3
TSSK2	C1orf127
TSSK2	KLHL11
TSSK2	LOC730139
TSSK2	LOC646778
TSSK2	C18orf62
TSSK2	NR6A1
TSSK2	C17orf52
TSSK2	GSX1
TSSK2	C20orf141
TSSK2	ACTRT2
TSSK2	LOC203274
TSSK2	C9orf144
TSSK2	GRIN1
TSSK2	LOC100133885
TSSK2	EDA2R
TSSK2	CHRNA4
TSSK2	CRTC1
TSSK2	TMC2
TSSK2	C1orf20
TSSK2	FAM41AY
TSSK2	PRSS36
TSSK2	LOC727818
TSSK2	SLC8A3
TSSK2	OR51J1
TSSK2	C1orf177
TSSK2	CRIM2
TSSK2	C15orf55
TSSK2	EIF4G2
TSSK2	LOC400568
TSSK2	LOC220980
TSSK2	FLJ10232
TSSK2	KCNN1
TSSK2	FLJ45224
TSSK2	SSTR3
TSSK2	KIR2DL4
TSSK2	LOC100134368
TSSK2	FOXN4
TSSK2	CAMK2A
TSSK2	CLDN17
TSSK2	SPAG4L
TSSK2	PRCD
TSSK2	NOVA2
TSSK2	SCN10A
TSSK2	OPN4
TSSK2	LOC389457
TSSK2	PDZD3
TSSK2	CCKAR
TSSK2	LOC284939
TSSK2	OTOF
TSSK2	CACNG6
TSSK2	CCDC105
TSSK2	HDGFL1
TSSK2	LOC100134287
TSSK2	C21orf121
TSSK2	LOC200261
TSSK2	DEFB119
TSSK2	SLC24A2
TSSK2	C11orf72
TSSK2	PSAPL1
TSSK2	ASB16
TSSK2	PNMA3
TSSK2	MBD3L1
TSSK2	LIMK1
TSSK2	TMEM221
TSSK2	GADD45GIP1
TSSK2	SYN1
TSSK2	LOC339524
TSSK2	PDE4C
TSSK2	OR51B5
TSSK2	EPHA8
TSSK2	MGC5566
TSSK2	LOC388456
TSSK2	DNM1P33
TSSK2	PTGIR
TSSK2	FAM135B
TSSK2	LOC254028
TSSK2	NLGN3
TSSK2	CLP1
TSSK2	LMX1A
TSSK2	LOC100129380
TSSK2	LOC283387
TSSK2	SGK196
TSSK2	APOBEC2
TSSK2	ACTL7A
TSSK2	LOC100130460
TSSK2	MORN1
TSSK2	FLJ39061
TSSK2	C9orf163
TSSK2	CYP3A43
TSSK2	OR13C4
TSSK2	ALX4
TSSK2	C21orf93
TSSK2	EPX
TSSK2	LOC147646
TSSK2	CHRND
TSSK2	LOC100192379
TSSK2	LOC441052
TSSK2	LOC219688
TSSK2	KIAA1467
TSSK2	NLRP9
TSSK2	ACPT
TSSK2	KCNIP1
TSSK2	TNFRSF13C
TSSK2	SLC24A4
TSSK2	BARHL1
TSSK2	GPHB5
TSSK2	C1orf111
TSSK2	LOC100129026
TSSK2	PIWIL2
TSSK2	DNAI2
TSSK2	KRT71
TSSK2	FLJ39739
TSSK2	C2orf16
TSSK2	ATP4B
TSSK2	TNR
TSSK2	LOC729940
TSSK2	GJB4
TSSK2	MTMR8
TSSK2	DKFZp564N2472
TSSK2	SSX5
TSSK2	SLC22A9
TSSK2	KIR2DL1
TSSK2	NT5C1A
TSSK2	IL25
TSSK2	HNF4A
TSSK2	AMHR2
TSSK2	LOC338588
TSSK2	TREML2
TSSK2	LOC442715
TSSK2	C8orf68
TSSK2	FAM71B
TSSK2	MPV17L
TSSK2	RPUSD3
TSSK2	FEZF2
TSSK2	C10orf96
TSSK2	LRRC59
TSSK2	IL27
TSSK2	LOC729683
TSSK2	GFI1B
TSSK2	P2RX2
TSSK2	SERPINA9
TSSK2	CRHR2
TSSK2	CCDC155
TSSK2	BEYLA
TSSK2	LOC401351
TSSK2	OXER1
TSSK2	C6orf174
TSSK2	PRO1768
TSSK2	C1orf222
TSSK2	CYP11B1
TSSK2	SLC39A5
TSSK2	KIAA1751
TSSK2	GTSF1L
TSSK2	KLF14
TSSK2	NXNL1
TSSK2	TBC1D27
TSSK2	LOC339894
TSSK2	CER1
TSSK2	LOC283697
TSSK2	NCR2
TSSK2	MMP24
TSSK2	C21orf67
TSSK2	RHO
TSSK2	DNAH1
TSSK2	HHLA1
TSSK2	SLC6A17
TSSK2	MGC23284
TSSK2	NLGN2
TSSK2	LRRC43
TSSK2	C2orf19
TSSK2	PTCH2
TSSK2	NEUROD4
TSSK2	C17orf46
TSSK2	GATA1
TSSK2	CLDN19
TSSK2	C15orf49
TSSK2	C18orf15
TSSK2	P2RY4
TSSK2	EFR3B
TSSK2	ART5
TSSK2	C12orf53
TSSK2	GBX1
TSSK2	LOC100128653
TSSK2	C11orf20
TSSK2	LOC283888
TSSK2	LOC283404
TSSK2	C16orf78
TSSK2	LINGO3
TSSK2	TRIM10
TSSK2	LOC728902
TSSK2	AMZ1
TSSK2	C1orf200
TSSK2	LOC100129827
TSSK2	HKR1
TSSK2	C11orf53
TSSK2	C20orf187
TSSK2	GFAP
TSSK2	LOC100132354
TSSK2	LOC440028
C2orf47	ATP5G3
KCNIP2	ACVR1C
KCNIP2	CIDEC
KCNIP2	C14orf180
KCNIP2	ITGA7
KCNIP2	CD300LG
KCNIP2	HEPACAM
KCNIP2	CIDEA
KCNIP2	AGPAT2
KCNIP2	GYG2
KCNIP2	GPR146
KCNIP2	GPIHBP1
KCNIP2	HSPB7
KCNIP2	CA4
KCNIP2	GPD1
KCNIP2	KANK3
KCNIP2	AQP7
KCNIP2	HSPB6
ZNF207	RHOT1
TXN2	TOMM22
TSPAN4	PTRF
CLEC11A	AEBP1
MPRIP	LOC284630
MPRIP	DKFZp779M0652
MPRIP	CES4
MPRIP	ADIG
MPRIP	KCTD17
MPRIP	APOC4
MPRIP	FAM186B
MPRIP	C2orf55
MPRIP	MAP3K10
MPRIP	CD79B
MPRIP	DLL3
MPRIP	IHH
MPRIP	C16orf84
MPRIP	HMCN2
MPRIP	FLJ33706
MPRIP	AHDC1
MPRIP	LTK
MPRIP	HTR6
MPRIP	MDGA1
MPRIP	CLDN9
MPRIP	LOC100131081
MPRIP	KCNJ5
MPRIP	CHRNE
MPRIP	DGCR6L
MPRIP	HAB1
MPRIP	LOC285191
MPRIP	LARGE
MPRIP	CRYBB2
MPRIP	LOC221122
MPRIP	LOC728543
MPRIP	FTCD
MPRIP	A4GALT
MPRIP	CDH15
MPRIP	KCNA6
MPRIP	CYTH3
MPRIP	GDF2
MPRIP	AMN
MPRIP	C20orf165
MPRIP	DKFZP434A062
MPRIP	LOC442142
MPRIP	C3orf22
MPRIP	EMID2
MPRIP	MPPED1
MPRIP	DTX3
MPRIP	C8orf74
MPRIP	COL20A1
